InChIKey	SMILES	Name	Synonyms
KTSIPBCNIBDFRK-JTNIOKRPSA-N	CCC1=C(C(=O)NC1Cc2c(c(c([nH]2)Cc3c(c(c([nH]3)/C=C\4/C(=C(C(=O)N4)CC)C)C)CCC(=O)O)CCC(=O)O)C)C	Phycoviolobilin, blue light-absorbing form	3-[5-[(3-ethyl-4-methyl-5-oxidanylidene-1,2-dihydropyrrol-2-yl)methyl]-2-[[5-[(Z)-(4-ethyl-3-methyl-5-oxidanylidene-pyrrol-2-ylidene)methyl]-3-(3-hydroxy-3-oxopropyl)-4-methyl-1H-pyrrol-2-yl]methyl]-4-methyl-1H-pyrrol-3-yl]propanoic acid
XBHJLUPPMAQXSR-UHFFFAOYSA-N	COc1ccc(cc1)CCC2=C(NC(=O)NC2=O)C(=O)O	5-[2-(4-methoxyphenyl)ethyl]-2,6-dioxo-1,2,3,6-tetrahydropyrimidine-4-carboxylic acid	
SVSYJTYGPLVUOZ-UHFFFAOYSA-N	c1ccc(cc1)C2=C(C(=O)NC(=C2)c3cc(ccc3O)Br)C#N	6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE	
RNEACARJKXYVND-MZLJFPOFSA-N	CCc1ccc(o1)\C=C/2\C(=O)N=C(S2)N[C@@H](c3ccc(cc3)F)C(=O)O	(2S)-({(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}AMINO)(4-FLUOROPHENYL)ACETIC ACID	
URGKVSPXHKAWNJ-UHFFFAOYSA-N	c1ccc(cc1)CNC(=O)Nc2ccc(cc2)c3cn(c4c3c(ncn4)N)C5CCCC5	1-[4-(4-amino-7-cyclopentyl-7H-pyrrolo[2,3-d]pyrimidin-5-yl)phenyl]-3-benzylurea	
BKBPVPSOVVEBLR-UHFFFAOYSA-N	c1ccc(cc1)C(=O)Nc2ccc(cc2)c3cn(c4c3c(ncn4)N)C5CCCC5	N-[4-(4-amino-7-cyclopentyl-7H-pyrrolo[2,3-d]pyrimidin-5-yl)phenyl]benzamide	
NNOXYPYTWAQTTO-YTMVLYRLSA-N	c1ccc(cc1)CC[C@@H](CCS(=O)(=O)c2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)N4CCOCC4	3-[[N-[MORPHOLIN-N-YL]-CARBONYL]-PHENYLALANINYL-AMINO]-5- PHENYL-PENTANE-1-SULFONYLBENZENE	
VXIINIMESJGNGI-LQJZCPKCSA-N	c1ccc(cc1)CC[C@@H](CCS(=O)(=O)Cc2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OCc4ccccc4	3-[N-[BENZYLOXYCARBONYL]-PHENYLALANINYL-AMINO]-5-PHENYL-PENTANE-1-SULFONYLMETHYLBENZENE	
WABCRPSWXFHXDH-NYDCQLBNSA-N	c1ccc(cc1)CC[C@@H](CCS(=O)(=O)Oc2ccc(cc2)[N+](=O)[O-])NC(=O)[C@H](Cc3ccccc3)NC(=O)OCc4ccccc4	3-[N-[BENZYLOXYCARBONYL]-PHENYLALANINYL-AMINO]-5-PHENYL-PENTANE-1-SULFONIC ACID 4-NITRO-PHENYL ESTER	
PPIYQXGSPPWVLJ-CONSDPRKSA-N	CN1CCN(CC1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCc3ccccc3)CCS(=O)(=O)NOCc4ccccc4	3-[[N-[4-METHYL-PIPERAZINYL]CARBONYL]-PHENYLALANINYL-AMINO]-5-PHENYL-PENTANE-1-SULFONIC ACID BENZYLOXY-AMIDE	
FPNOXHURARDDEA-UHFFFAOYSA-N	c1ccc(cc1)c2c3c([nH]c2c4ccccc4)nc(nc3NC5CCCCC5)N	N4-cyclohexyl-5,6-diphenyl-7H-pyrrolo[2,3-d]pyrimidine-2,4-diamine	
WFPSCBQARGWGBI-UHFFFAOYSA-N	c1ccc(cc1)NC(=O)Nc2ccc(cc2)c3cn(c4c3c(ncn4)N)C5CCCC5	1-[4-(4-amino-7-cyclopentyl-7H-pyrrolo[2,3-d]pyrimidin-5-yl)phenyl]-3-phenylurea	
FDVSOQRNTAPCHB-ZRZAMGCNSA-N	CN1CCN(CC1)C2CCC(CC2)n3cc(c4c3ncnc4N)c5ccc(cc5)Oc6ccccc6	7-[cis-4-(4-methylpiperazin-1-yl)cyclohexyl]-5-(4-phenoxyphenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine	
SUGQHICXCRBQOI-CDZUIXILSA-N	c1ccc(cc1)CC[C@@H](CCS(=O)(=O)Oc2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OCc4ccccc4	N-[N'-BENZYLOXYCARBONYL-PHENYLALANINYL]-3-AMINO-5-PHENYL-PENTANE-1-SULFONIC ACID PHENYL ESTER	WRR-204
FDVSOQRNTAPCHB-YHBQERECSA-N	CN1CCN(CC1)C2CCC(CC2)n3cc(c4c3ncnc4N)c5ccc(cc5)Oc6ccccc6	7-[trans-4-(4-methylpiperazin-1-yl)cyclohexyl]-5-(4-phenoxyphenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine	
BCWVVERKADMJGG-UHFFFAOYSA-N	c1ccc(cc1)Oc2ccc(cc2)c3cn(c4c3c(ncn4)N)C5CCOCC5	5-(4-phenoxyphenyl)-7-(tetrahydro-2H-pyran-4-yl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine	
BECDNGLTIXKWON-UHFFFAOYSA-N	CN1CCC(CC1)n2cc(c3c2ncnc3N)c4ccc(cc4)Oc5ccccc5	7-(1-methylpiperidin-4-yl)-5-(4-phenoxyphenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine	
LVOBTCONHRNJJA-UHFFFAOYSA-N	CC(C)n1c2c(c(n1)c3ccc(c(c3)OC)NC(=O)OC(C)(C)C)c(ncn2)N	tert-butyl {4-[4-amino-1-(propan-2-yl)-1H-pyrazolo[3,4-d]pyrimidin-3-yl]-2-methoxyphenyl}carbamate	
QNSBKNRQYCQXMO-UHFFFAOYSA-N	[H]/N=C(\NCc1cc(c(c(c1)Cl)NC(=O)C)Cl)/NC(=O)Cn2ccc3c2cc(cc3)C#N	N-{N-[4-(acetylamino)-3,5-dichlorobenzyl]carbamimidoyl}-2-(6-cyano-1H-indol-1-yl)acetamide	
NLVXSWCKKBEXTG-UHFFFAOYSA-N	C=CS(=O)(=O)O	VINYLSULPHONIC ACID	
CZDNNNYBOADUFI-UHFFFAOYSA-N	CCS(=O)(=O)Nc1cccc(c1)Cc2c3c(ncnc3n(n2)C(C)C)N	N-(3-{[4-amino-1-(propan-2-yl)-1H-pyrazolo[3,4-d]pyrimidin-3-yl]methyl}phenyl)ethanesulfonamide	
YITBSJALJWUAQA-LVSMMTLPSA-N	c1cc(cc(c1)C(=O)N[C@H](CCC(=O)O)C(=O)O)CNc2ccc(cc2)\C=C/3\C(=O)NC(=O)S3	N-({3-[({4-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]PHENYL}AMINO)METHYL]PHENYL}CARBONYL)-D-GLUTAMIC ACID	
IDUYJRXRDSPPRC-NRFANRHFSA-N	c1cc(ccc1c2ccc(nc2)C([C@](Cn3cnnn3)(c4ccc(cc4F)F)O)(F)F)OCC(F)(F)F	(R)-2-(2,4-Difluorophenyl)-1,1-difluoro-3-(1H-tetrazol-1-yl)-1-(5-(4-(2,2,2-trifluoroethoxy)phenyl)pyridin-2-yl)propan-2-ol	
MCCQXQRJNJXHRG-UHFFFAOYSA-N	Cc1ccc(cc1)C2=Nc3c(cccc3O)C(=O)N2	8-HYDROXY-2-(4-METHYLPHENYL)-3,4-DIHYDROQUINAZOLIN-4-ONE	
UMFLEDWOPZCDDL-UHFFFAOYSA-N	CCCCCCC1=CC(=O)C(=CN1C)Oc2ccccc2C	2-hexyl-1-methyl-5-(2-methylphenoxy)pyridin-4(1H)-one	
CBIDVWSRUUODHL-CXNFULCWSA-N	C([C@H]1[C@H]([C@H]([C@@H]([C@](O1)(CO)O)O)O)O)OP(=O)(O)O		
PTYGSLKLIDGJBA-UHFFFAOYSA-N	[H]/N=C(\NCc1cc(c(c(c1)Cl)NC(=O)C)Cl)/NC(=O)Cn2ccc3c2cccc3	N-{N-[4-(acetylamino)-3,5-dichlorobenzyl]carbamimidoyl}-2-(1H-indol-1-yl)acetamide	
IKKLDISSULFFQO-MXWMMQQISA-N	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CO[P@@](=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)C	(2Z,6Z,10Z,14Z,18Z,22E,26E)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-yl trihydrogen diphosphate	
LTVDFSLWFKLJDQ-IEOSBIPESA-N	CC1=C(C(=O)C(=C(C1=O)C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O)C	RRR-ALPHA-TOCOPHERYLQUINONE	
KFVPLCBTGAXYHI-OAHLLOKOSA-N	c1ccc(cc1)[C@@H](CN)OCc2ccc(cc2)Cl	(2S)-2-[(4-CHLOROBENZYL)OXY]-2-PHENYLETHANAMINE	
PXWYOBGHDFLUNG-UHFFFAOYSA-N	c1ccc(cc1)C2CCN(CC2)CCc3cc4ccccc4[nH]3	2-(2-(4-PHENYLPIPERIDIN-1-YL)ETHYL)-1H-INDOLE	
QHFQFSACHXZZDN-UHFFFAOYSA-N	CCn1c2cc(ncc2nc1c3c(non3)N)C	4-(1-ethyl-6-methyl-imidazo[4,5-c]pyridin-2-yl)-1,2,5-oxadiazol-3-amine	
ROQCTZSRBCTHGN-YFKPBYRVSA-N	[H]/N=C(\CS)/NCCC[C@@H](C(=O)O)N	(S)-2-AMINO-5-(2-MERCAPTOACETIMIDAMIDO)PENTANOIC ACID	
MXNAGXRTBMHTFY-LOSKUNIASA-N	[H]1c2c(cc(cc2C(=O)N3[H]C4([CH]1([C@H](O[C@H]([C]4O)n5cc(nn5)COC3(COCc6cn(nn6)[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)CO)O)O)O)COCc8cn(nn8)[C]9[C]([C]([C]([C](O9)[C][O])[O])[O])[O])CO)O)O)C(=O)NC(COCc1cn(nn1)[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)CO)O)O)O)(COc1[c]n(nn1)[C]1[C]([C]([C]([C](O1)[C][O])[O])[O])[O])COC1[H]C2([C@H]([C@H](O[C@@H]3C2([H]c2c1nnn23)O)CO)O)O)CO	DENDRON-D3	
KBKQEKNZSDBGFI-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCC(=O)OCCOP(=O)(O)OCCN	2-{[(S)-(2-aminoethoxy)(hydroxy)phosphoryl]oxy}ethyl heptadecanoate	
DQDASFFHMDSYAZ-UHFFFAOYSA-N	Cc1ccc(cc1c2c(cc([nH]2)c3ccnc(n3)N)C(=O)N)Cl	5-(2-aminopyrimidin-4-yl)-2-(5-chloro-2-methylphenyl)-1H-pyrrole-3-carboxamide	
PCIJWPBOCDNTJF-UHFFFAOYSA-N	CC(C)(C)CC(C)(C)c1cc(c(c(c1)Cn2ccnc2)O)Cn3ccnc3	2,6-bis(1H-imidazol-1-ylmethyl)-4-(2,4,4-trimethylpentan-2-yl)phenol	
FHQYQYMBRPYWIY-UHFFFAOYSA-N	c1ccc(cc1)c2c(cc(nn2)Cl)c3ccncc3	6-chloro-3-phenyl-4-(pyridin-4-yl)pyridazine	
YRUICGVVPDTGCH-UHFFFAOYSA-N	CC1=CC(=O)Nc2c1c(c(cc2OC)OC)OC	5,6,8-trimethoxy-4-methylquinolin-2(1H)-one	
MCIDWGZGWVSZMK-UHFFFAOYSA-N	CC(C)N1CCN(CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6	6-(1H-Indol-4-yl)-4-(5-{[4-(1-methylethyl)-1-piperazinyl]methyl}-1,3-oxazol-2-yl)-1H-indazole	
XLESLWHDVUIEMT-UHFFFAOYSA-N	Cn1c2ccccc2nc1CC3=NC(=CC(=O)N3)N4CCOCC4	2-[(1-methyl-1H-benzimidazol-2-yl)methyl]-6-morpholin-4-ylpyrimidin-4(3H)-one	
UZVVWRBCUSWUON-UHFFFAOYSA-N	Cc1c(c2cc(ccc2o1)NS(=O)(=O)c3ccc(cc3)Cl)C(=O)O	5-{[(4-chlorophenyl)sulfonyl]amino}-2-methyl-1-benzofuran-3-carboxylic acid	
ZPSKWMFLCHMEOY-CMKODMSKSA-N	c1ccc(cc1)CSC[C@@H](C(=O)N[C@H](c2ccccc2)C(=O)O)NC(=O)CC[C@@H](C(=O)O)N	L-gamma-glutamyl-S-benzyl-N-[(S)-carboxy(phenyl)methyl]-L-cysteinamide	
UFZOPKFMKMAWLU-UHFFFAOYSA-N	CCO[P@](=O)(C)O	O-ETHYLMETHYLPHOSPHONIC ACID ESTER GROUP	
AQVFETGXIRKVAQ-UHFFFAOYSA-N	c1cc(ccc1c2c3cc(ccc3no2)c4ccnc(n4)N)Cl	4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine	
XYYDXQCAYXOGQT-UHFFFAOYSA-N	c1cc(cc(c1)C(F)(F)F)c2nnc3n2nc(cc3)NC4CCCCC4	N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine	
OLUDUXWVPIEHDA-UHFFFAOYSA-N	c1ccc(cc1)c2c3cccc(c3[nH]c2c4ccccc4)C(=O)O	2,3-diphenyl-1H-indole-7-carboxylic acid	
GCIKSSRWRFVXBI-UHFFFAOYSA-N	Cc1cc([nH]n1)Nc2cc(nc(n2)Sc3ccc(cc3)NC(=O)C4CC4)N5CCN(CC5)C	CYCLOPROPANECARBOXYLIC ACID {4-[4-(4-METHYL-PIPERAZIN-1-YL)-6-(5-METHYL-2H-PYRAZOL-3-YLAMINO)-PYRIMIDIN-2-YLSULFANYL]-PHENYL}-AMIDE	
BCDIWLCKOCHCIH-UHFFFAOYSA-M	C[P@H](=O)[O-]	METHYLPHOSPHONIC ACID ESTER GROUP	
RKOIHQGLQXEINT-RUVRZYSVSA-N	CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2[C@H](CO3)OCC(=O)NC)O)S(=O)(=O)c4ccc(cc4)OC	(3R,3aS,4R,6aR)-4-[2-(methylamino)-2-oxoethoxy]hexahydrofuro[2,3-b]furan-3-yl [(2S,3R)-3-hydroxy-4-{[(4-methoxyphenyl)sulfonyl](2-methylpropyl)amino}-1-phenylbutan-2-yl]carbamate	
MHGZHTDTSPSYHZ-INIZCTEOSA-N	CC(C)C[C@@H](Cc1ccc2c(c1C(=O)O)OCO2)CNC(=O)Cc3c[nH]c4c3cccc4	5-[(2S)-2-[[2-(1H-indol-3-yl)ethanoylamino]methyl]-4-methyl-pentyl]-1,3-benzodioxole-4-carboxylic acid	
WQXWNTPLZFVZNX-UHFFFAOYSA-N	c1cc2c(cc1CN)CCO2	1-(2,3-dihydro-1-benzofuran-5-yl)methanamine	
BKZOQCGDCHOGOQ-MZLJFPOFSA-N	CCc1ccc(o1)\C=C/2\C(=O)N=C(S2)N[C@@H](c3ccc(cc3)F)c4[nH]nnn4	(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-2-{[(S)-(4-FLUOROPHENYL)(1H-TETRAZOL-5-YL)METHYL]AMINO}-1,3-THIAZOL-4(5H)-ONE	
ZXJOKQNPRXXPJT-UHFFFAOYSA-N	c1cc(c2c(c1)OCCCO2)CN	3,4-dihydro-2H-1,5-benzodioxepin-6-ylmethanamine	CC00413
BVWTXUYLKBHMOX-UHFFFAOYSA-N	COc1cc(ccc1O)C(=O)OC	METHYL VANILLATE	
XGYKQWJDBJCEAW-MOPGFXCFSA-N	CC(C)CCNC(=O)[C@H]1C[C@H](CNC1)CN2CC(=O)N(CC2(C)C)c3ccccc3Cl	(3S,5R)-5-{[4-(2-chlorophenyl)-2,2-dimethyl-5-oxopiperazin-1-yl]methyl}-N-(3-methylbutyl)piperidine-3-carboxamide	
OIPASSZLGANZOF-ZWKOTPCHSA-N	CC(C)CCNC(=O)[C@H]1C[C@H](CNC1)N2CC(=O)N(CC2(C)C)c3ccccc3Cl	(3S,5R)-5-[4-(2-chlorophenyl)-2,2-dimethyl-5-oxopiperazin-1-yl]-N-(3-methylbutyl)piperidine-3-carboxamide	
VVEBLTKFUFYNOR-RBBKRZOGSA-N	CC(C)CC(CC(C)C)NC(=O)[C@H]1C[C@H](CNC1)N2CC(=O)N(CC2(C)C)c3ccccc3Cl	(3S,5R)-5-[4-(2-chlorophenyl)-2,2-dimethyl-5-oxopiperazin-1-yl]-N-(2,6-dimethylheptan-4-yl)piperidine-3-carboxamide	
HCJWPYDAKXNGHM-UHFFFAOYSA-N	c1ccc(c(c1)Nc2cccc3c2CN(CCO3)S(=O)(=O)c4ccc(cc4)F)F	N-(2-FLUOROPHENYL)-4-[(4-FLUOROPHENYL)SULFONYL]-2,3,4,5-TETRAHYDRO-1,4-BENZOXAZEPIN-6-AMINE	
VOALXMVXTCHJGT-NRFANRHFSA-N	CCc1c(cccc1S(=O)(=O)N[C@@H](Cc2cc(on2)c3ccc(s3)Cl)C(=O)N4CCC(CC4)OC)N5CCOCC5=O	N-[(S)-1-[5-(5-Chloro-thiophen-2-yl)-isoxazol-3-ylmethyl]-2-(4-methoxy-piperidin-1-yl)-2-oxo-ethyl]-2-ethyl-3-(3-oxo-morpholin-4-yl)-benzenesulfonamide	
GTMOGHHWTKSVCD-MQJTVSLUSA-N	CCc1cc2c(cc1OS(=O)(=O)N)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C	(9beta)-2-ethyl-17-oxoestra-1(10),2,4-trien-3-yl sulfamate	
POSDSPVRJAJSEI-SSGANFLRSA-N	CCc1cc2c(cc1OS(=O)(=O)N)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C	(14beta,17alpha)-2-ethyl-17-hydroxyestra-1(10),2,4-trien-3-yl sulfamate	
BWUMOCARMRPCIP-HQQGYVGFSA-N	CC(C)C1=C(SC2=N[C@@]([C@H](N12)c3ccc(cc3)Cl)(C)c4ccc(cc4)Cl)C(=O)N5CCC[C@H]5C(=O)N(C)C	1-{[(5R,6S)-5,6-bis(4-chlorophenyl)-6-methyl-3-(propan-2-yl)-5,6-dihydroimidazo[2,1-b][1,3]thiazol-2-yl]carbonyl}-N,N-dimethyl-L-prolinamide	
XSZQJZYGKSSUAF-UHFFFAOYSA-N	C(CCCCCOC(=O)S)CCCCC(=O)O	11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID	
FZFRVZDLZISPFJ-UHFFFAOYSA-N	[W+6]	TUNGSTEN ION	
RVZKQTQAFHEOKT-UHFFFAOYSA-N	Cc1cc(cc(c1OCCCc2cc(no2)C)C)c3nnn(n3)C	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL	WIN61209
DRCNRTRGWUYJBH-UHFFFAOYSA-N	Cc1cc(cc(c1OCCCc2cc(no2)C)C)n3nc(nn3)C	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL	WIN68934
SLPKYEWAKMNCPT-UHFFFAOYSA-N	Cc1cc(cc(c1OCCCc2cc(no2)C)C)c3coc(n3)C	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL	WIN65099
SYXVLKYCLDJBRU-CSMHCCOUSA-N	C[C@H](C(=O)O)NC(=O)[C@H](CS)NC(=O)CCC[C@@H](C(=O)O)N	DELTA-(L-ALPHA-AMINOADIPOYL)-L-CYSTEINYL-D-ALANINE	
NSXHQTLHHLJUGK-UGKGYDQZSA-N	CC(C)(C)[C@H](COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC[C@H](CO)O)O	(2S)-3-{4-[2-(4-{[(2R)-2-hydroxy-3,3-dimethylbutyl]oxy}phenyl)propan-2-yl]phenoxy}propane-1,2-diol	
HXHWGNOIRHNHBC-JTQLQIEISA-N	c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)NC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F	N-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanoyl)-L-tryptophan	
GYPLPHKUBOKVOJ-UHFFFAOYSA-N	CCCCCCc1cc(c(cc1F)Oc2ccccc2)O	4-fluoro-5-hexyl-2-phenoxyphenol	
KQOXLKOJHVFTRN-UHFFFAOYSA-N	Cc1cc(cc(c1OCCCc2cc(no2)C)C)c3nc(on3)C(F)(F)F	3-{3,5-DIMETHYL-4-[3-(3-METHYL-ISOXAZOL-5-YL)-PROPOXY]-PHENYL}-5-TRIFLUOROMETHYL-[1,2,4]OXADIAZOLE	WIN63843
PJASVJJQJUYPCG-OZXSUGGESA-N	CCCC(CCC)(c1ccc(cc1)OC[C@H](CO)O)c2ccc(cc2)OC[C@@H](C(C)(C)C)O	(2S)-3-{4-[4-(4-{[(2R)-2-hydroxy-3,3-dimethylbutyl]oxy}phenyl)heptan-4-yl]phenoxy}propane-1,2-diol	
CJPAFXZVJQAZMQ-CYBMUJFWSA-N	c1ccc(c(c1)SC2=C(C[C@H](CC2=O)c3c(ccc(c3Cl)NC4CCOCC4)Cl)O)Cl	(5R)-2-[(2-chlorophenyl)sulfanyl]-5-[2,6-dichloro-3-(tetrahydro-2H-pyran-4-ylamino)phenyl]-3-hydroxycyclohex-2-en-1-one	
OZASZYYBDFCSHO-UHFFFAOYSA-N	c1cc2c(cc1O)CN(CC2)C(=O)C(F)(F)F	2-(trifluoroacetyl)-1,2,3,4-tetrahydroisoquinolin-7-ol	
XGIWQRDVHNRICP-UHFFFAOYSA-N	C(CCl)c1nnc(s1)N	5-(2-CHLOROETHYL)-1,3,4-THIADIAZOL-2-AMINE	
QHUDPFOODLMGQO-UHFFFAOYSA-N	c1cc(c2ccsc2c1)Oc3ccc(cc3Cl)Nc4c5c(ncn4)NCCC(=C5)C(=O)NCCO	4-{[4-(1-benzothiophen-4-yloxy)-3-chlorophenyl]amino}-N-(2-hydroxyethyl)-8,9-dihydro-7H-pyrimido[4,5-b]azepine-6-carboxamide	
DBZGFSBCPYRHRA-UHFFFAOYSA-N	C=CCc1ccc(c(c1)O)Oc2ccccc2	2-PHENOXY-5-(2-PROPENYL)PHENOL	
CLWDLBDPVUWYEW-JTQLQIEISA-N	CN1Cc2ccccc2N[C@H](C1=O)CC(=O)O	[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid	
HADUTEDIBIZUBV-UHFFFAOYSA-N	c1cc2c(cc1O)CC[N@](C2)S(=O)(=O)C(F)(F)F	2-[(trifluoromethyl)sulfonyl]-1,2,3,4-tetrahydroisoquinolin-6-ol	
VXLXQOMDQVQQLA-UHFFFAOYSA-N	CCc1ccsc1c2ccc(c(c2)O)O	4-(3-ethylthiophen-2-yl)benzene-1,2-diol	
IOCQAXABAZCRSK-QCXLXSPFSA-N	[H]/N=C/[C@H](Cc1ccc(cc1)c2ccc(cc2)C#N)NC(=O)[C@@H]3C[C@H](CCN3)O	(2S,4S)-N-[(2S)-1-azanylidene-3-[4-(4-cyanophenyl)phenyl]propan-2-yl]-4-oxidanyl-piperidine-2-carboxamide	
ZQQVJQOAKZOWGL-UHFFFAOYSA-N	c1cc2c(cc1Cc3nc4cc(ccc4c5n3nc(n5)N)S(=O)(=O)N)OCO2	2-amino-5-(1,3-benzodioxol-5-ylmethyl)[1,2,4]triazolo[1,5-c]quinazoline-8-sulfonamide	
WBNLAUIGSCBBTF-UHFFFAOYSA-N	COC(=O)c1ccc(cc1)C2=Nc3ccccc3C(=O)N2	METHYL 4-(4-OXO-3,4-DIHYDROQUINAZOLIN-2-YL)BENZOATE	
GPWFEKSGAWXQOP-UHFFFAOYSA-N	CN1CCN(CC1)c2ccc(cc2)C(=O)NC3=CC(=CNC3=O)c4ccncc4	4-(4-Methylpiperazin-1-yl)-N-(2-oxo-5-(pyridin-4-yl)-1,2-dihydropyridin-3-yl)benzamide	
NYVVVTXEFVDYBD-UHFFFAOYSA-N	CN(C)CCCC(=O)NCCn1ccc2c1c(ncn2)Nc3ccc(c(c3)Cl)Oc4cccc(c4)C(F)(F)F	N-{2-[4-({3-chloro-4-[3-(trifluoromethyl)phenoxy]phenyl}amino)-5H-pyrrolo[3,2-d]pyrimidin-5-yl]ethyl}-4-(dimethylamino)butanamide	
WDGCQQKABPWBPZ-UHFFFAOYSA-N	c1cc(cc(c1)Oc2ccc(cc2Cl)Nc3c4c(ccn4CCOCCO)ncn3)NC(=O)NC5CCCCC5	1-{3-[2-chloro-4-({5-[2-(2-hydroxyethoxy)ethyl]-5H-pyrrolo[3,2-d]pyrimidin-4-yl}amino)phenoxy]phenyl}-3-cyclohexylurea	
FZALWIBTYQBPKC-NYBSVBNRSA-N	C[C@H](CO)[C@H](C(=O)O)OC(=O)[C@H](C(=C)S)NC(=O)CCC[C@@H](C(=O)O)N	N~6~-[(1R)-1-({[(1R,2R)-1-CARBOXY-3-HYDROXY-2-METHYLPROPYL]OXY}CARBONYL)-2-MERCAPTOPROP-2-EN-1-YL]-6-OXO-L-LYSINE	
PDIACSYIIWCGFI-UHFFFAOYSA-N	Cc1cc(nc(c1)N)CCc2cc(cnc2)N(C)CCOC	6-(2-(5-((2-methoxyethyl)(methyl)amino)pyridin-3-yl)ethyl)-4-methylpyridin-2-amine	
SGKXXAIIXVXKBG-LPHOPBHVSA-N	C[C@@H](c1ccccc1)OC(=O)Cc2ccc(c(c2)SC3=C(C[C@@H](CC3=O)c4c(cccc4Cl)Cl)O)Cl	(1S)-1-phenylethyl (4-chloro-3-{[(4S)-4-(2,6-dichlorophenyl)-2-hydroxy-6-oxocyclohex-1-en-1-yl]sulfanyl}phenyl)acetate	
QRXMEGUJRZKMEO-UHFFFAOYSA-N	CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc3ccc(c(c3)Cl)Oc4cccc(c4)C(F)(F)F)NCC1	4-({3-chloro-4-[3-(trifluoromethyl)phenoxy]phenyl}amino)-N-[2-(methylsulfonyl)ethyl]-8,9-dihydro-7H-pyrimido[4,5-b]azepine-6-carboxamide	
FCSKOFQQCWLGMV-UHFFFAOYSA-N	Cc1cc(on1)CCCCCOc2ccc(cc2Cl)C3=NCCO3	5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE	COMPOUND VII
IWZDYGHUSXWPPM-UHFFFAOYSA-N	Cc1cc(on1)CCCCCOc2ccc(cc2)C3=NCCO3	5-(5-(4-(4,5-DIHYDRO-2-OXAZOLY)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE	WIN VI; WIN 52035
PPLTVWUUFGVURW-UHFFFAOYSA-N	C[N@@](CCCCCCOc1ccc2c(c1)ccnc2c3ccc(cc3)Br)CC=C	N-(6-{[1-(4-BROMOPHENYL)ISOQUINOLIN-6-YL]OXY}HEXYL)-N-METHYLPROP-2-EN-1-AMINE	
